image_id,target,bottle_type,fold,prob
a9b55d84-c761-4957-bcc3-956ecab0fa64_000000000020.png,1,"0,5L Euro brown crown cap",1,0.9971439242362976
318c6988-02af-4f55-9a33-47348ce6e2eb_000000000021.png,1,"0,33L Vichy brown crown cap",1,0.9999909400939941
b10ce6cd-b547-4ced-bb89-ac3eb1997727_000000000022.png,0,"0,33L Vichy brown crown cap",1,0.0017961491830646992
1f0d333e-f140-4aad-825e-550906ea37da_000000000023.png,1,"0,5L NRW brown crown cap",2,0.9999992847442627
ff02d7ff-4c4b-43ff-9ed3-0ac9b3e55e21_000000000024.png,0,"0,5L NRW brown crown cap",1,0.0030278346966952085
2cfdb9d5-3f4a-4e07-87a6-d5b447aaf0f8_000000000025.png,0,"0,5L NRW brown crown cap",0,8.284655632451177e-05
eb3aa035-b3e5-4886-bce0-61ef29a795ae_000000000026.png,0,"0,5L NRW brown crown cap",0,0.9628831148147583
ff07aeab-5f71-4fa5-9fd7-598b831664de_000000000027.png,1,"0,5L Euro brown crown cap",1,0.9284088015556335
b5579833-f092-4dc0-afd3-cf5a20be8583_000000000028.png,1,"0,5L NRW brown crown cap",0,0.9994093179702759
8589492c-0aaa-402f-bae5-ff53da66c404_000000000029.png,1,"0,5L NRW brown crown cap",2,0.9999744892120361
831094ac-7e99-4fa8-9bf2-a380909d3a56_000000000030.png,1,"0,5L Euro brown crown cap",2,0.9999971389770508
11ae0936-94d8-4fb0-974b-a4c9e8bcfc60_000000000031.png,0,"0,5L NRW brown crown cap",2,0.0002287133247591555
46bf360e-1d05-4ee3-839d-f96750851b66_000000000032.png,1,"0,5L NRW brown crown cap",0,0.9998326301574707
86467c5d-4f7a-4b3d-8663-765c69a4ac25_000000000033.png,1,"0,5L Euro brown crown cap",0,0.9997950196266174
3eff045a-53ca-4bfc-ab01-e3a212921ab1_000000000034.png,0,"0,5L NRW brown crown cap",0,0.01919744908809662
375cacbc-ffff-44ce-9979-de311649a749_000000000035.png,1,"0,5L NRW brown crown cap",0,0.9999245405197144
1dfdd7ad-bfd7-4d4e-b826-8b6e4d97df21_000000000036.png,1,"0,5L NRW brown crown cap",2,0.9999979734420776
efa442f7-b678-4538-b106-b67db7a0aac4_000000000037.png,0,"0,5L Euro brown crown cap",0,0.0002591582597233355
08e92781-59a6-4469-a15b-c285010e9807_000000000038.png,1,"0,5L NRW brown crown cap",0,0.9998822212219238
6919a9c0-6c38-410f-8aba-3463ce0aa345_000000000039.png,0,"0,33L Vichy brown crown cap",0,0.014503579586744308
65d6344b-0db5-4aed-a239-4c34cf120401_000000000040.png,1,"0,5L NRW brown crown cap",2,0.9911182522773743
347c02b2-83f3-4f8d-acbb-719840062d0a_000000000041.png,1,"0,5L NRW brown crown cap",0,0.9986222982406616
c82613b3-38e5-40af-9b22-1283d53d18be_000000000042.png,0,"0,33L Vichy brown crown cap",1,0.00020184421737212688
1a068707-0dc4-4ff3-aca4-3bad55b4016a_000000000043.png,1,"0,5L NRW brown crown cap",1,0.9995044469833374
28d2bc08-e547-4ec0-b908-2cb8130b90ac_000000000044.png,1,"0,5L NRW brown crown cap",0,0.9999836683273315
bd04bd03-e4a7-4f8b-bf19-4fef51cac58c_000000000045.png,0,"0,5L NRW brown crown cap",2,0.007431773468852043
53cd8990-e837-4901-84b3-b36214bb748c_000000000046.png,1,"0,5L NRW brown crown cap",0,0.9999979734420776
f60ead92-6418-4f41-a92e-4374fce06eb1_000000000047.png,1,"0,5L Euro brown crown cap",0,0.9999935626983643
84231f1a-401d-4582-94e9-be016455f945_000000000048.png,1,"0,5L NRW brown crown cap",0,0.9996345043182373
4bf26171-9921-4106-84b1-af1c8ef4f24a_000000000049.png,0,"0,33L Vichy brown crown cap",2,0.00266261282376945
404b5555-348a-4a61-a230-dfa821dccd5d_000000000050.png,1,"0,5L NRW brown crown cap",1,0.19360435009002686
602714fe-7bb6-4cab-bdca-3af26cede2bd_000000000051.png,1,"0,5L NRW brown crown cap",2,0.9999963045120239
39d0ea88-57b7-4cee-a4a7-97dfd039f7b6_000000000052.png,1,"0,5L NRW brown crown cap",1,0.9999990463256836
a3779c93-4706-46db-9098-c871e0a63677_000000000053.png,0,"0,33L Vichy brown crown cap",1,0.009125636890530586
cfc6cc9a-7717-4b7b-a18c-63fdcdbc410b_000000000054.png,0,"0,5L Euro brown crown cap",1,0.0012793075293302536
f42bb95b-83dd-41d9-b2de-bf1f2924e365_000000000055.png,1,"0,5L NRW brown crown cap",0,0.9994069337844849
de44c44a-0dc1-46c8-8a95-87fb8a59df46_000000000056.png,1,"0,5L NRW brown crown cap",1,0.9990745782852173
eae82c37-62ab-4854-b707-f46890f9b15a_000000000057.png,1,"0,33L Vichy brown crown cap",2,0.9952999353408813
3e3dd31d-acc9-447a-9ba2-10d72b76d818_000000000058.png,1,"0,5L NRW brown crown cap",2,0.9817357659339905
9fb2e557-4810-4f68-be47-2b33dfd2780c_000000000059.png,0,"0,5L NRW brown crown cap",0,0.19042274355888367
105c4727-a4ed-4c25-ba40-555a6e40ebd9_000000000060.png,0,"0,5L NRW brown crown cap",0,0.0009850083151832223
60ab7664-640a-4698-a035-e1668eb9cd47_000000000061.png,1,"0,5L NRW brown crown cap",1,0.9999992847442627
6fa055a4-2f4b-4013-a3e9-6f272ac3376b_000000000062.png,0,"0,5L NRW brown crown cap",2,0.13240233063697815
441c6a2f-0ad3-4627-8558-78b90204f3a1_000000000063.png,1,"0,5L NRW brown crown cap",0,0.9816303849220276
90decd1e-9a42-4caf-95b8-47c9b2070d10_000000000064.png,0,"0,5L NRW brown crown cap",2,0.00041894835885614157
6185e6e7-374b-4654-afb8-c88df2ceda3c_000000000065.png,1,"0,5L NRW brown crown cap",1,0.9999464750289917
12ec5a10-91fe-40cb-9447-192b748d7c71_000000000066.png,1,"0,5L NRW brown crown cap",2,0.9998511075973511
03739e14-8355-4136-8e88-125742b90d92_000000000067.png,0,"0,33L Vichy brown crown cap",2,0.0053225355222821236
c944f645-871e-4960-a241-eacf83b56786_000000000068.png,1,"0,5L NRW brown crown cap",2,0.9982247948646545
75b41139-6f98-467c-b917-8e78c72cae16_000000000069.png,1,"0,5L Euro brown crown cap",2,0.9963215589523315
6a3a2feb-fbdb-43bc-9961-9ddb3c995306_000000000070.png,1,"0,5L NRW brown crown cap",0,0.6952345967292786
da667d3a-ecb6-4bfe-8804-d5b1c405beff_000000000071.png,1,"0,5L NRW brown crown cap",2,0.9999998807907104
526901f5-4540-4b73-89a6-600ea2b154ba_000000000072.png,0,"0,5L Euro brown crown cap",2,0.00016603845870122313
129201d6-9478-46a5-8881-fdd75eb64cee_000000000073.png,1,"0,5L NRW brown crown cap",0,0.9999929666519165
072a2bdf-e389-4430-8c8b-36758ecff62c_000000000074.png,0,"0,5L NRW brown crown cap",0,0.00017813112935982645
860fc70e-2aa4-4328-a0aa-0d720d010d2a_000000000075.png,0,"0,33L Vichy brown crown cap",2,0.03941638767719269
91826d6e-da8a-451c-985d-707082391ff3_000000000076.png,1,"0,5L NRW brown crown cap",0,0.9698996543884277
4667cbf3-c344-4c3f-8d25-ddc0c35bcad7_000000000077.png,1,"0,5L NRW brown crown cap",0,0.6844749450683594
88a24f77-6fea-4733-9201-8741772ac80d_000000000078.png,0,"0,5L NRW brown crown cap",1,0.0017073675990104675
b4d9959e-e80e-4bb5-8e22-106190fa392a_000000000079.png,1,"0,5L NRW brown crown cap",0,0.8810019493103027
e0b8e441-bdde-4f3b-8ba9-c09ee17971e9_000000000080.png,0,"0,5L Euro brown crown cap",1,0.0001713081874186173
81537883-3d84-434e-9b58-91b16ace4920_000000000081.png,1,"0,33L Vichy brown crown cap",0,0.3721628785133362
37ff71d0-dc88-49a9-b0f3-ee1ae4d2b899_000000000082.png,0,"0,5L NRW brown crown cap",0,6.922183820279315e-05
0d9b7ad6-7fcb-43d2-adbb-b710393be46c_000000000083.png,0,"0,5L Euro brown crown cap",0,0.00046190584544092417
1b5717b6-fd5b-4eef-ba57-b1833f79860c_000000000084.png,0,"0,5L NRW brown crown cap",0,0.0002131875662598759
4f7c5c1d-d0de-44f8-82c0-7446d6b04b5f_000000000085.png,1,"0,5L NRW brown crown cap",0,0.9998623132705688
1b252f65-9625-481d-89bd-0cdcb2a3a1cb_000000000086.png,1,"0,33L Vichy brown crown cap",1,0.9999953508377075
ea79964b-7242-41d0-91f1-77c26dddd355_000000000087.png,0,"0,5L NRW brown crown cap",0,0.08021324872970581
73c267c8-6ce5-4d6f-b615-48e8289f5251_000000000088.png,1,"0,5L Euro brown crown cap",2,0.999312162399292
cd440c9b-3888-4432-8126-98c7cd27449a_000000000089.png,1,"0,5L NRW brown crown cap",2,0.9960699081420898
a583ce7a-f238-4216-a26e-b90bff69d753_000000000090.png,1,"0,5L NRW brown crown cap",0,0.99998939037323
15bfaba6-7cfe-4f3a-95b9-ab6907a694e4_000000000091.png,1,"0,5L Euro brown crown cap",2,0.9970190525054932
1c60e927-c0b2-4332-a371-d5bae887a5e5_000000000092.png,1,"0,5L NRW brown crown cap",2,0.8838388919830322
16817e77-1f89-47e6-9ff7-b426154d6001_000000000093.png,0,"0,33L Vichy brown crown cap",2,0.0007733057136647403
ce09e311-b11a-4abf-a0c2-2be40e3ebf3c_000000000094.png,0,"0,33L Vichy brown crown cap",2,0.002453428227454424
06ff10c9-d1a5-4a1f-8bc5-926a790a4724_000000000095.png,1,"0,5L NRW brown crown cap",0,0.9999617338180542
32b0f8a5-fd75-4b31-ba66-cd78b42641f3_000000000096.png,1,"0,5L NRW brown crown cap",2,1.0
1c4f33cf-e4cb-4944-9f31-46056e62066e_000000000097.png,0,"0,33L Vichy brown crown cap",2,0.00026947917649522424
0d9fbd2e-1e9f-4088-8c26-b6be62ff0007_000000000098.png,1,"0,5L Euro brown crown cap",1,0.9999829530715942
6d8d1776-128c-4643-8427-af88d49b748a_000000000099.png,0,"0,5L NRW brown crown cap",2,0.07211220264434814
346a8adf-d43b-4587-9a18-cc5a2ea7bc7a_000000000100.png,1,"0,5L NRW brown crown cap",1,0.9998775720596313
8902b7af-c39d-4d9a-941a-377dcdbe56e5_000000000101.png,1,"0,5L NRW brown crown cap",1,0.9997584223747253
9e6165cf-1fca-40b9-ae74-6fb08e16a5da_000000000102.png,0,"0,5L NRW brown crown cap",2,0.003976227715611458
e7d11dc0-431f-4e23-a8f7-22761f426e7c_000000000103.png,1,"0,5L Euro brown crown cap",1,0.9979966282844543
10dfff9b-353c-466e-b3d5-f21dfaf33369_000000000104.png,0,"0,5L NRW brown crown cap",1,0.001667882315814495
0179e904-1805-4b5c-89a5-dd25d3cf3904_000000000105.png,1,"0,5L NRW brown crown cap",2,0.9999973773956299
885b1eb9-80e1-485a-87e2-2d7c2a27e032_000000000106.png,0,"0,5L NRW brown crown cap",2,0.2078571617603302
6e22a687-a2d9-475e-b7b6-2e51f0b54bd6_000000000107.png,0,"0,33L Vichy brown crown cap",0,0.005426943302154541
59147c15-314d-4b78-95b8-0126a53c7475_000000000108.png,1,"0,5L NRW brown crown cap",2,0.8407825827598572
46f9c4fc-f3f5-44f2-aa90-20254295b8d1_000000000109.png,1,"0,5L NRW brown crown cap",0,0.9830850958824158
1af8045e-487c-4021-b916-a9ae06cd1089_000000000110.png,1,"0,5L NRW brown crown cap",1,0.9999426603317261
e024d6a9-14fb-4181-85fa-6f01348ba112_000000000111.png,1,"0,5L Euro brown crown cap",2,0.9999966621398926
248ad59c-e1c7-411b-87d7-5c247178ad4e_000000000112.png,1,"0,5L NRW brown crown cap",2,0.9996699094772339
cc427de5-1ce5-4737-9720-92b4f4123dd5_000000000113.png,1,"0,5L NRW brown crown cap",0,0.999994158744812
e3caa04d-aa23-4826-8955-f41700028395_000000000114.png,1,"0,5L NRW brown crown cap",0,0.9999980926513672
9590f9a5-5384-4c9f-8e46-36b5da6451ba_000000000115.png,0,"0,5L NRW brown crown cap",1,0.0010733063099905849
9c771fbb-5fad-42ea-9ee7-dedd0e64b030_000000000116.png,0,"0,5L NRW brown crown cap",1,0.00651349825784564
e45c40d2-ea97-4b1f-b3e4-6cd74eff69ef_000000000117.png,1,"0,5L NRW brown crown cap",2,0.7784809470176697
a842f806-db79-46b5-868c-b72bb3a52d78_000000000118.png,0,"0,5L NRW brown crown cap",2,0.13568955659866333
649c539f-6b23-495a-afae-689864754132_000000000119.png,1,"0,5L NRW brown crown cap",1,0.999998927116394
d08a079f-1892-4e78-b80c-eea9c64f2fa9_000000000120.png,1,"0,5L NRW brown crown cap",1,0.5685356259346008
73ff45a0-3369-4fc5-af35-01e5841424cd_000000000121.png,0,"0,5L NRW brown crown cap",0,0.022977370768785477
193fd045-b85a-4015-8422-352e52466d6e_000000000122.png,1,"0,5L NRW brown crown cap",2,0.9999887943267822
2bb7f29c-0091-42fa-91eb-1af95cc3105a_000000000123.png,0,"0,5L NRW brown crown cap",1,0.00018667821132112294
e0428989-1380-4a1b-96b1-26997e47bbee_000000000124.png,0,"0,5L Euro brown crown cap",1,0.0006166297243908048
cb18343c-6c81-4b8c-bb1c-532379f7d96f_000000000125.png,0,"0,5L NRW brown crown cap",2,0.01678548939526081
ff3b645c-42c0-4a4c-9936-05870277c2be_000000000126.png,1,"0,5L NRW brown crown cap",0,0.9999841451644897
7c1bfea4-f0b0-427f-af89-ae3cf9db3a4e_000000000127.png,0,"0,5L NRW brown crown cap",0,0.008348053321242332
3bf5d5a4-2f0e-447e-b07b-86625e0c4a41_000000000128.png,1,"0,5L NRW brown crown cap",2,0.9999856948852539
eb357fe4-c890-474a-bc18-23ef6cd91d1d_000000000129.png,0,"0,5L NRW brown crown cap",1,0.019345102831721306
497e2422-2967-4cdd-a0e9-6394abbbb5f8_000000000130.png,1,"0,5L NRW brown crown cap",1,0.9999991655349731
45d47ed2-c1c6-48b4-9ae0-f8eceb510bdf_000000000131.png,1,"0,5L NRW brown crown cap",0,0.9999874830245972
641f90dd-be8c-4a61-a6d2-eb8b3731f761_000000000132.png,1,"0,5L NRW brown crown cap",0,0.8292155861854553
84f91f60-a9ef-4bcd-8371-70ddec396962_000000000133.png,1,"0,5L Euro brown crown cap",2,0.9996302127838135
71bfe5d7-446d-4e9a-ad93-03694540710e_000000000134.png,0,"0,5L NRW brown crown cap",2,0.19544048607349396
f32cb040-dc5d-4888-b360-35088d37732b_000000000135.png,1,"0,5L NRW brown crown cap",1,0.9999794960021973
43b3f49d-b7f3-408c-be71-0075805a4344_000000000136.png,1,"0,5L NRW brown crown cap",2,0.9991638660430908
6c8d4c33-8651-4ac4-8379-fb4b39b308a8_000000000137.png,1,"0,5L Euro brown crown cap",1,0.9999997615814209
cf6263bb-cf4c-42f7-9d79-abba9a2770b2_000000000138.png,0,"0,33L Vichy brown crown cap",2,0.022586042061448097
e1bb1753-4d01-487a-a579-9259ff5057ce_000000000139.png,1,"0,5L NRW brown crown cap",2,0.9999871253967285
3341a1d9-fc06-4152-9265-c19470b42b92_000000000140.png,1,"0,5L NRW brown crown cap",2,0.9999909400939941
a899e804-ea52-4b36-9e3c-5f6463a754ae_000000000141.png,1,"0,5L NRW brown crown cap",2,0.9999641180038452
a40354e8-e38e-4633-8695-37ca199f61ef_000000000142.png,1,"0,5L NRW brown crown cap",2,0.9999990463256836
05c9bae5-70d3-4efe-88bb-b003c79e516e_000000000143.png,0,"0,5L NRW brown crown cap",1,0.07081620395183563
15e732ad-8061-4c05-8090-3de2d48fee10_000000000144.png,1,"0,5L NRW brown crown cap",1,0.9999831914901733
a778c691-0103-40a3-b9b4-3bf0ef22f1cb_000000000145.png,1,"0,33L Vichy brown crown cap",2,0.9995362758636475
2d15991a-c073-4330-9a71-bb097bee4bb1_000000000146.png,1,"0,5L NRW brown crown cap",1,0.9992052912712097
6c67c2e3-5127-4727-8aba-aa909c89d52b_000000000147.png,1,"0,5L NRW brown crown cap",0,0.9999816417694092
cf82839b-c5f6-4eab-94ff-9583711e1605_000000000148.png,0,"0,33L Vichy brown crown cap",1,0.2583259642124176
7b297698-b2e7-4551-8771-f4ba51c417e3_000000000149.png,0,"0,5L NRW brown crown cap",2,0.00041568948654457927
baab569b-14ab-41bc-9b15-2b3f53bd8f62_000000000150.png,0,"0,5L Euro brown crown cap",0,0.001220795209519565
29b000ad-5a7d-41b4-8015-8b769f324472_000000000151.png,1,"0,5L NRW brown crown cap",2,0.9999865293502808
f1acaba4-5570-4bc8-a8cb-2f7f2228002b_000000000152.png,1,"0,5L NRW brown crown cap",1,0.9999749660491943
3da0443c-2db2-40d2-8848-3ebc3b96cd33_000000000153.png,0,"0,5L NRW brown crown cap",0,0.0003569706459529698
716c14fd-de18-477c-ae4d-5a42038abc8b_000000000154.png,0,"0,5L Euro brown crown cap",1,0.0005132579244673252
6e732dab-4405-4633-b557-63b7e088f5a3_000000000155.png,1,"0,5L NRW brown crown cap",1,0.9996273517608643
60d0f368-ffbd-4ed3-ac2c-bec9f12a02a2_000000000156.png,1,"0,33L Vichy brown crown cap",1,0.9999955892562866
0db19625-3970-45dc-929b-f85b88695ac3_000000000157.png,1,"0,5L Euro brown crown cap",2,0.999779999256134
49567ae9-f876-4951-bebe-ff20e38fc9e5_000000000158.png,0,"0,5L Euro brown crown cap",0,0.0020033332984894514
3e63f921-a03a-4043-a924-93be51ffc351_000000000159.png,1,"0,5L NRW brown crown cap",0,0.9856076240539551
33fa3d9d-6ca3-4471-b416-a8bc8b611a73_000000000160.png,0,"0,5L Euro brown crown cap",0,0.0017821963410824537
3617da79-7a4a-4338-8c6b-8e39100db583_000000000161.png,1,"0,5L NRW brown crown cap",2,0.8728901743888855
6ce2f49d-7a0f-471b-8c55-04a33a36db5b_000000000162.png,0,"0,5L NRW brown crown cap",1,0.0003077430883422494
eaf0f318-3465-4a3a-b97a-13cb5bf3949d_000000000163.png,0,"0,33L Vichy brown crown cap",1,0.29269638657569885
bc892d96-0f48-4bd6-804a-de29523cbe03_000000000164.png,0,"0,5L NRW brown crown cap",1,0.002693914109840989
eba75ff7-e9dd-42c5-a56a-e69b6911ec8d_000000000165.png,0,"0,33L Vichy brown crown cap",2,0.005576545372605324
9ad2acd8-bdf9-4538-9014-99f443896177_000000000166.png,1,"0,5L Euro brown crown cap",2,0.9383503198623657
818b97ae-c44e-4c09-9296-fd7adc15e264_000000000167.png,1,"0,5L NRW brown crown cap",0,0.9910838603973389
038ca299-bb2b-4d33-baa3-ff2935b17783_000000000168.png,0,"0,5L NRW brown crown cap",2,0.0035243413876742125
e0df1b94-ac0d-48ad-8bc7-720f0dbb09a6_000000000169.png,0,"0,33L Vichy brown crown cap",0,0.010169658809900284
9502d364-9380-48ef-89c3-11a4523933df_000000000170.png,1,"0,5L NRW brown crown cap",1,0.9976586103439331
c1493508-a455-4a1f-bde2-d2b023555f1e_000000000171.png,0,"0,33L Vichy brown crown cap",1,0.49398067593574524
b30459f6-9643-4c09-a097-ac256e2aa932_000000000172.png,1,"0,5L NRW brown crown cap",2,0.9999885559082031
041de22b-f844-4c8e-81fb-971249b3d993_000000000173.png,1,"0,5L NRW brown crown cap",2,0.9999990463256836
5d6ee02c-44ed-4a7a-88f4-508b80e997e0_000000000174.png,0,"0,5L Euro brown crown cap",0,0.02161533385515213
81ef4576-9b83-423c-8408-232f78bff6d2_000000000175.png,1,"0,5L NRW brown crown cap",0,0.9999792575836182
e32756ed-5b4b-49d8-a2c2-33b80288ced6_000000000176.png,1,"0,5L NRW brown crown cap",0,0.9991507530212402
009e9e46-d908-4ae0-9e70-ec390a63004b_000000000177.png,0,"0,5L NRW brown crown cap",1,0.00011061159602832049
521ff9c9-b537-4305-96cc-0fea0a8ea578_000000000178.png,0,"0,5L NRW brown crown cap",1,0.00011061159602832049
a069ac8f-54d0-43f0-81f1-8b5c6f6c194e_000000000179.png,1,"0,33L Vichy brown crown cap",0,0.9763104915618896
a00a8f56-fce7-438b-b70c-442c048803a2_000000000180.png,1,"0,5L NRW brown crown cap",0,0.9996243715286255
2cc281b3-01a6-478e-b67a-d1335532770d_000000000181.png,1,"0,5L NRW brown crown cap",1,0.9999890327453613
fe198410-bf8c-47ed-87d9-f1f398e32138_000000000182.png,1,"0,5L NRW brown crown cap",2,0.9862577319145203
644e7a7b-871a-4d1e-8c6b-4c25d80a6217_000000000183.png,1,"0,5L NRW brown crown cap",2,0.9998726844787598
79ab8ea2-574c-4156-9426-be7ff2e321fa_000000000184.png,1,"0,5L NRW brown crown cap",0,0.9993013143539429
456ff2d1-9051-4df7-b566-d51ce4200daf_000000000185.png,1,"0,5L NRW brown crown cap",2,0.9629528522491455
6264b407-712c-41ef-a9f0-d829f7ba3d35_000000000186.png,1,"0,5L NRW brown crown cap",2,0.999998927116394
8ec2a444-fd06-4947-9ba6-79030295d6ba_000000000187.png,0,"0,33L Vichy brown crown cap",1,0.00029137005913071334
164c0842-de81-4978-b238-87cd5c42248f_000000000188.png,0,"0,5L Euro brown crown cap",2,0.0021573416888713837
0ff9f578-8b0b-4ab2-8f77-e9e6dc02357f_000000000189.png,1,"0,5L NRW brown crown cap",0,0.9999998807907104
30c3f24b-1534-419a-9953-84a61e87312b_000000000190.png,0,"0,33L Vichy brown crown cap",2,0.013955709524452686
6b327254-7682-4d5e-9acb-f7341349b007_000000000191.png,0,"0,5L NRW brown crown cap",0,0.0002780309587251395
7f87bd31-12fd-49e4-89d7-f22a35892ba2_000000000192.png,1,"0,5L NRW brown crown cap",2,0.9999980926513672
cedd010f-4bb1-4ba7-ab24-7b381f09fc8d_000000000193.png,1,"0,5L NRW brown crown cap",2,0.9997640252113342
9820082b-283e-4616-91c1-48682decf1ad_000000000194.png,1,"0,5L NRW brown crown cap",1,0.9999980926513672
a1119984-950e-4134-84c4-a1c3da5686ee_000000000195.png,1,"0,5L NRW brown crown cap",0,0.9999821186065674
2350c0d6-d93b-4401-92ad-de7cfadc8653_000000000196.png,0,"0,5L NRW brown crown cap",1,0.01069375779479742
1b1f8dd8-042f-4c94-b845-821e9847af8b_000000000197.png,1,"0,5L NRW brown crown cap",1,0.9996970891952515
0c79051e-640c-4792-a956-28a247882393_000000000198.png,0,"0,5L Euro brown crown cap",1,0.034618835896253586
de572ced-6c78-4c0e-9f0b-bf731c9ac516_000000000199.png,1,"0,33L Vichy brown crown cap",2,0.9999954700469971
701da4ae-95cc-419d-aad4-566e6cdab6d6_000000000200.png,0,"0,5L NRW brown crown cap",1,0.00064368563471362
f86784fe-b78d-402e-bfdb-aad5b0af30ad_000000000201.png,0,"0,5L NRW brown crown cap",1,0.014281935058534145
39fe49d9-868b-4d15-9394-4e4e557c5350_000000000202.png,0,"0,5L Euro brown crown cap",0,0.0005549409543164074
ee498884-eb84-42b5-9dbb-3833c4de4c96_000000000203.png,1,"0,5L Euro brown crown cap",1,0.9982522130012512
fcde6338-3213-44e0-a2f1-99f95f1f726b_000000000204.png,0,"0,5L NRW brown crown cap",1,0.00026738259475678205
a5f2621f-bdc4-4863-be01-f269f9f2f7f6_000000000205.png,0,"0,5L NRW brown crown cap",1,0.00407013762742281
2bd0b2f4-63aa-418c-9051-66861e88841a_000000000206.png,1,"0,5L NRW brown crown cap",1,0.999946117401123
a2036c6c-37e9-4d4c-9a46-fb748273b8b0_000000000207.png,1,"0,5L Euro brown crown cap",0,0.999969482421875
a44b0c76-2b40-49d9-8b50-c4da397757df_000000000208.png,0,"0,33L Vichy brown crown cap",0,0.0008796061738394201
08bc31c7-a1f8-4eb0-9647-bb3920d9c7af_000000000209.png,0,"0,5L NRW brown crown cap",1,0.4889010488986969
d8c9028c-9ed4-4b21-aaf4-35a48d98072d_000000000210.png,0,"0,5L NRW brown crown cap",1,0.03767939284443855
4d132dbb-1bc3-4f1a-bfd2-90c32683f4e3_000000000211.png,1,"0,5L Euro brown crown cap",2,0.9227612018585205
e55af5cb-9518-4e3f-aeac-14df50b80319_000000000212.png,0,"0,33L Vichy brown crown cap",0,0.00524044968187809
4c52fa18-e1b4-4b02-9d3f-43cfe21cc588_000000000213.png,0,"0,5L NRW brown crown cap",2,0.0016875095898285508
807923f0-e172-48b3-b3e8-de9f842e2c16_000000000214.png,0,"0,33L Vichy brown crown cap",0,0.2583259642124176
d1351389-8c7d-48ff-a9ff-0b6fe79122c0_000000000215.png,0,"0,5L NRW brown crown cap",0,0.044680867344141006
39b422b8-be2a-4471-90aa-0d697ac1348e_000000000216.png,1,"0,5L NRW brown crown cap",1,0.9999369382858276
1d0de42d-5ca8-49e4-97a9-777fc588b458_000000000217.png,1,"0,5L NRW brown crown cap",1,0.9999614953994751
0a6f7b9e-9d15-446b-ac41-99732c202ef5_000000000218.png,0,"0,33L Vichy brown crown cap",2,0.00033535013790242374
5efc353d-1eb6-4834-8360-b79402765e9e_000000000219.png,1,"0,5L NRW brown crown cap",0,0.9966495633125305
cc4661c0-8b94-46c4-9fad-0cff17f51f90_000000000220.png,1,"0,5L NRW brown crown cap",2,0.9999793767929077
14cef9f8-d836-4f86-9b0e-c37be22aa684_000000000221.png,1,"0,5L NRW brown crown cap",0,0.9999799728393555
1f9804b0-550b-4f2b-8a3b-cba6b0755db7_000000000222.png,0,"0,5L NRW brown crown cap",0,0.07978200167417526
36584449-a07e-4617-b980-1e7d6d1510c0_000000000223.png,1,"0,5L NRW brown crown cap",2,0.9999996423721313
3aee040b-347c-4be6-9942-ea26c422592a_000000000224.png,1,"0,5L NRW brown crown cap",0,0.9269675612449646
